page_id,title,is_redirect,is_disambiguation,qid,length_chars,words,references,images,internal_links,categories
231227,Бондено,0,0,Q95093,2759,273,0,0,3,1
231228,Вигарано-Майнарда,0,0,Q95146,2774,268,0,0,3,1
231229,Вогиера,0,0,Q95147,2752,271,0,0,3,1
231230,Горо,0,0,Q95104,2638,258,0,0,3,1
231231,Йоланда-ди-Савоя,0,0,Q95106,2912,285,0,0,3,1
231232,Кодигоро,0,0,Q95095,2772,274,0,0,3,1
231233,Комаккьо,0,0,Q95097,2811,274,0,1,3,1
231234,Коппаро,0,0,Q95098,2732,271,0,0,3,1
231235,Лагозанто,0,0,Q95107,2681,260,0,0,3,1
231236,Мази-Торелло,0,0,Q95109,2692,261,0,0,3,1
231237,Масса-Фискалья,0,0,Q95114,2801,264,0,0,3,1
231238,Мезола,0,0,Q95118,2668,260,0,0,3,1
231239,Мильярино,0,0,Q95122,2793,260,0,0,3,1
231240,Мильяро,0,0,Q95124,2779,261,0,0,3,1
231241,Мирабелло,0,0,Q95128,2858,280,0,0,3,1
231242,Остеллато,0,0,Q95131,2714,262,0,0,3,1
231243,Поджо-Ренатико,0,0,Q95135,2800,273,0,0,3,1
231244,Ро,0,0,Q95138,2850,276,0,0,3,1
231245,Сант'Агостино,0,0,Q95139,2934,277,0,0,3,1
231246,Трезигалло,0,0,Q95142,2798,262,0,0,3,1
231247,Феррара,0,0,Q13362,2849,284,0,1,3,1
231248,Форминьяна,0,0,Q95102,2801,263,0,0,3,1
231249,Ченто,0,0,Q95094,2705,269,0,0,3,1
231250,Баньо-ди-Романья,0,0,Q99933,2823,276,0,0,3,1
231251,Бертиноро,0,0,Q99934,2923,275,0,0,3,1
231252,Борги,0,0,Q99935,2880,286,0,0,3,1
231253,Вергерето,0,0,Q99960,2735,261,0,0,3,1
231254,Галеата,0,0,Q99941,2847,267,0,0,3,1
231255,Гамбеттола,0,0,Q99942,2813,271,0,0,3,1
231256,Гаттео,0,0,Q99943,2783,271,0,0,3,1
231257,Довадола,0,0,Q99939,2699,266,0,0,3,1
231258,Кастрокаро-Терме-е-Терра-дель-Соле,0,0,Q99936,3129,304,0,0,3,1
231259,Лонджано,0,0,Q99944,2769,267,0,0,3,1
231260,Мельдола,0,0,Q99945,2912,275,0,0,3,1
231261,Меркато-Сарачено,0,0,Q99946,2745,261,0,0,3,1
231262,Модильяна,0,0,Q99947,2719,260,0,0,3,1
231263,Монтьяно,0,0,Q99948,2737,265,0,0,3,1
231264,Портико-е-Сан-Бенедетто,0,0,Q99949,2929,282,0,0,3,1
231265,Предаппио,0,0,Q99950,2829,263,0,0,3,1
231266,Премилькуоре,0,0,Q99951,2956,277,0,0,3,1
231267,Рокка-Сан-Кашано,0,0,Q99952,2736,271,0,0,3,1
231268,Ронкофреддо,0,0,Q99953,2726,260,0,0,3,1
231269,Савиньяно-суль-Рубиконе,0,0,Q99957,3009,281,0,0,3,1
231270,Сан-Мауро-Пасколи,0,0,Q99954,2837,278,0,0,3,1
231271,Санта-София,0,0,Q99955,2958,281,0,0,3,1
231272,Сарсина,0,0,Q99956,2884,273,0,0,3,1
231273,Соглиано-аль-Рубиконе,0,0,Q99958,2841,275,0,0,3,1
231274,Тредоцио,0,0,Q99959,2894,284,0,0,3,1
231275,Форли,0,0,Q13367,2851,265,0,1,3,1
231276,Форлимпополи,0,0,Q99940,2824,273,0,0,3,1
231277,Чезена,0,0,Q6662,2787,270,0,1,3,1
231278,Чезенатико,0,0,Q99937,2783,269,0,0,3,1
231279,Чивителла-Ди-Романья,0,0,Q99938,2899,266,0,0,3,1
231280,Альбинея,0,0,Q111096,2713,269,0,0,3,1
231281,Байзо,0,0,Q111103,2705,261,0,0,3,1
231282,Баньоло-ин-Пьяно,0,0,Q111100,2826,278,0,0,3,1
231283,Биббьяно,0,0,Q111107,2804,273,0,0,3,1
231284,Боретто,0,0,Q111109,2771,271,0,0,3,1
231285,Брешелло,0,0,Q111113,2726,261,0,0,3,1
231287,Ветто,0,0,Q111295,2670,265,0,0,3,1
231288,Веццано-суль-Кростоло,0,0,Q111299,2869,276,0,0,3,1
231289,Виано,0,0,Q111302,2726,266,0,0,3,1
231290,Вилла-Миноццо,0,0,Q111306,2835,275,0,0,3,1
231291,Гаттатико,0,0,Q111197,2626,255,0,0,3,1
231292,Гвасталла,0,0,Q111205,2895,270,0,1,3,1
231293,Гуальтьери,0,0,Q111202,2710,265,0,0,3,1
231294,Кавриаго,0,0,Q111169,2804,272,0,0,3,1
231295,Кадельбоско-ди-Сопра,0,0,Q111120,2775,264,0,0,3,1
231296,Казальгранде,0,0,Q111150,2830,274,0,0,3,1
231297,Казина,0,0,Q111153,2793,272,0,0,3,1
231298,Кампаньола-Эмилия,0,0,Q111122,2646,255,0,0,3,1
231299,Кампеджине,0,0,Q111126,2724,260,0,0,3,1
231300,Каносса,0,0,Q111144,2691,258,0,0,3,1
231301,Карпринети,0,0,Q111147,2878,270,0,0,3,1
231302,Кастелларано,0,0,Q111159,2836,274,0,0,3,1
231303,Кастельново-ди-Сотто,0,0,Q111162,2771,264,0,0,3,1
231304,Кастельново-не'-Монти,0,0,Q111165,2967,286,0,0,3,1
231305,Колланья,0,0,Q111173,2730,269,0,0,3,1
231306,Куаттро-Кастелла,0,0,Q111226,2866,265,0,0,3,1
231307,Лигонкьо,0,0,Q111207,2869,269,0,0,3,1
231308,Луццара,0,0,Q53690,2798,272,0,0,3,1
231309,Монтеккьо-Эмилия,0,0,Q111215,2813,269,0,0,3,1
231310,Новеллара,0,0,Q111218,2803,274,0,0,3,1
231311,Повильо,0,0,Q111222,2617,254,0,0,3,1
231312,Рамизето,0,0,Q111228,2730,268,0,0,3,1
231313,Реджо-Эмилия,0,0,Q13360,2988,284,0,1,3,1
231314,Реджоло,0,0,Q952,2792,271,0,0,3,1
231315,Рио-Саличето,0,0,Q111268,2830,275,0,0,3,1
231316,Роло,0,0,Q111270,2748,271,0,0,3,1
231317,Рубьера,0,0,Q111275,2751,269,0,0,3,1
231318,Сан-Мартино-ин-Рио,0,0,Q111278,2746,274,0,0,3,1
231319,Сан-Поло-д'Энца,0,0,Q111281,2906,285,0,0,3,1
231320,Сант'иларио-д'Энца,0,0,Q111284,2953,282,0,0,3,1
231321,Скандиано,0,0,Q111289,2807,274,0,0,3,1
231322,Тоано,0,0,Q111292,2687,267,0,0,3,1
231323,Фаббрико,0,0,Q111195,2664,260,0,0,3,1
231324,Бастилья,0,0,Q100036,2757,270,0,0,3,1
231325,Бомпорто,0,0,Q100038,2769,272,0,0,3,1
231326,Виньола,0,0,Q100111,2836,282,0,0,3,1
231327,Гуилья,0,0,Q100057,2876,275,0,0,3,1
231328,Кавеццо,0,0,Q100046,2760,272,0,0,3,1
231329,Кампогаллиано,0,0,Q100039,2804,271,0,0,3,1
231330,Кампозанто,0,0,Q100040,2802,272,0,0,3,1
231331,Карпи,0,0,Q100041,2740,274,0,0,3,1
231332,Кастельветро-ди-Модены,0,0,Q100045,2829,273,0,0,3,1
231333,Кастельнуово-Рангоне,0,0,Q100044,2854,276,0,0,3,1
231334,Кастельфранко-Эмилия,0,0,Q100043,2935,283,0,0,3,1
231335,Конкордия-сулла-Секкьи,0,0,Q100048,2831,276,0,0,3,1
231336,Лама-Моконьо,0,0,Q100058,2693,262,0,0,3,1
231337,Марано-суль-Панаро,0,0,Q100061,2836,277,0,0,3,1
231338,Медолла,0,0,Q100064,2713,267,0,0,3,1
231339,Мирандола,0,0,Q100065,2777,274,0,0,3,1
231340,Модена,0,0,Q279,2789,276,0,1,3,1
231341,Монтезе,0,0,Q100072,2738,265,0,0,3,1
231342,Монтекрето,0,0,Q100069,2804,274,0,0,3,1
231343,Монтефьорино,0,0,Q100070,2594,254,0,0,3,1
231344,Нови-ди-Модена,0,0,Q100081,2880,281,0,0,3,1
231345,Нонантола,0,0,Q100080,2777,274,0,0,3,1
231346,Павулло-нель-Фриньяно,0,0,Q100084,2806,273,0,0,3,1
231347,Палагано,0,0,Q100083,2731,267,0,0,3,1
231348,Полинаго,0,0,Q100087,2749,271,0,0,3,1
231349,Приньяно-сулла-Секкья,0,0,Q100088,2838,277,0,0,3,1
231350,Пьевепелаго,0,0,Q100086,2586,253,0,0,3,1
231351,Раварино,0,0,Q100089,2740,267,0,0,3,1
231352,Риолунато,0,0,Q100091,2793,274,0,0,3,1
231353,Савиньяно-суль-Панаро,0,0,Q100104,2813,277,0,0,3,1
231354,Сан-Поссидоньо,0,0,Q100099,2600,255,0,0,3,1
231355,Сан-Просперо,0,0,Q100100,2753,271,0,0,3,1
231356,Сан-Чезарио-суль-Панаро,0,0,Q100092,2813,274,0,0,3,1
231357,СанФеличе-суль-Панаро,0,0,Q100094,2808,281,0,0,3,1
231358,Сассуоло,0,0,Q8598,2781,274,0,0,3,1
231359,Серрамаццони,0,0,Q100105,2802,273,0,0,3,1
231360,Сестола,0,0,Q100107,2697,265,0,0,3,1
231361,Сольера,0,0,Q100108,2875,277,0,0,3,1
231362,Спиламберто,0,0,Q100109,2793,274,0,0,3,1
231363,Фанано,0,0,Q100049,2775,263,0,0,3,1
231364,Финале-Эмилия,0,0,Q100050,2863,282,0,0,3,1
231365,Формиджине,0,0,Q100055,2735,269,0,0,3,1
231366,Фрассиноро,0,0,Q100056,2848,272,0,0,3,1
231367,Фьорано-Моденесе,0,0,Q100051,2838,276,0,0,3,1
231368,Фьюмальбо,0,0,Q100052,2805,278,0,0,3,1
231369,Цокка,0,0,Q100113,2803,268,0,0,3,1
231370,Альбарето,0,0,Q100753,2841,281,0,0,3,1
231371,Барди,0,0,Q2263954,2820,281,0,0,3,1
231372,Бедония,0,0,Q100758,2705,265,0,0,3,1
231373,Берчето,0,0,Q100761,2853,274,0,0,3,1
231374,Борго-Валь-ди-Таро,0,0,Q100767,2733,268,0,0,3,1
231375,Боре,0,0,Q100764,2744,274,0,0,3,1
231376,Буссето,0,0,Q100772,2674,261,0,0,3,1
231377,Вальмоццола,0,0,Q100973,2798,273,0,0,3,1
231378,Варано де Мелегари,0,0,Q100977,2854,282,0,0,3,1
231379,Варси,0,0,Q100980,2563,255,0,0,3,1
231380,Калестано,0,0,Q100775,2661,258,0,0,3,1
231381,Коллеккьо,0,0,Q100779,2777,274,0,0,3,1
231382,Колорно,0,0,Q100782,2753,270,0,0,3,1
231383,Компьяно,0,0,Q100785,2781,273,0,0,3,1
231384,Корнильо,0,0,Q100788,2661,258,0,0,3,1
231385,Лангирано,0,0,Q100829,2742,266,0,0,3,1
231386,Лезиньяно-де'-Баньй,0,0,Q100833,2877,280,0,0,3,1
231387,Медезано,0,0,Q100837,2675,260,0,0,3,1
231388,Меццани,0,0,Q4920,2650,258,0,0,3,1
231389,Монкьо-делле-Корти,0,0,Q100843,2863,278,0,0,3,1
231390,Монтекьяруголо,0,0,Q100846,2737,260,0,0,3,1
231391,Невьяно-дельи-Ардуини,0,0,Q100850,2746,263,0,0,3,1
231392,Ночето,0,0,Q100854,2698,268,0,0,3,1
231393,Паланцано,0,0,Q100858,2792,274,0,0,3,1
231394,Пеллегрино-Парменсе,0,0,Q100894,2870,275,0,0,3,1
231395,Полезине-Парменсе,0,0,Q100899,2716,261,0,0,3,1
231396,Роккабьянка,0,0,Q100902,2580,253,0,0,3,1
231397,Сала-Баганца,0,0,Q100905,2855,271,0,0,3,1
231398,Сальсомаджоре-Терме,0,0,Q100916,2815,275,0,0,3,1
231399,Сан-Секондо-Парменсе,0,0,Q100919,2823,274,0,0,3,1
231400,Сисса,0,0,Q100923,2551,253,0,0,3,1
231401,Солиньано,0,0,Q100926,2570,253,0,0,3,1
231402,Соранья,0,0,Q100932,2562,254,0,0,3,1
231403,Сорболо,0,0,Q100943,2765,274,0,0,3,1
231404,Теренцо,0,0,Q100946,2772,273,0,0,3,1
231405,Тиццано-Валь-Парма,0,0,Q100951,2611,258,0,0,3,1
231406,Торноло,0,0,Q100955,2783,274,0,0,3,1
231407,Торриле,0,0,Q100959,2742,270,0,0,3,1
231408,Траверсетоло,0,0,Q100962,2621,256,0,0,3,1
231409,Треказали,0,0,Q100966,2573,253,0,0,3,1
231410,Фелино,0,0,Q100808,2881,277,0,0,3,1
231411,Фиденца,0,0,Q100811,2762,276,0,0,3,1
231412,Фонтанеллато,0,0,Q100814,2703,260,0,0,3,1
231413,Фонтевиво,0,0,Q100819,2680,259,0,0,3,1
231414,Форново-ди-Таро,0,0,Q100826,2706,264,0,0,3,1
231415,Цибелло,0,0,Q100983,2570,255,0,0,3,1
231416,Агаццано,0,0,Q102558,2906,279,0,0,3,1
231417,Альсено,0,0,Q102562,2744,273,0,0,3,1
231418,Безенцоне,0,0,Q102565,2708,268,0,0,3,1
231419,Беттола,0,0,Q102569,2667,259,0,0,3,1
231420,Боббио,0,0,Q11498,2693,261,0,1,3,1
231421,Боргоново-Валь-Тидоне,0,0,Q102576,2839,277,0,0,3,1
231422,Вернаска,0,0,Q102997,2672,259,0,0,3,1
231423,Вигольцоне,0,0,Q103006,2782,272,0,0,3,1
231424,Вилланова-сулл'Арда,0,0,Q103015,2852,276,0,0,3,1
231425,Гаццола,0,0,Q102771,2578,254,0,0,3,1
231426,Госсоленго,0,0,Q102776,2591,253,0,0,3,1
231427,Граньяно-Треббьенсе,0,0,Q102781,2681,263,0,0,3,1
231428,Гроппарелло,0,0,Q102784,2693,259,0,0,3,1
231429,Кадео,0,0,Q102580,2799,263,0,0,3,1
231430,Календаско,0,0,Q102583,2694,267,0,0,3,1
231431,Камината,0,0,Q102587,2909,277,0,0,3,1
231432,Каорсо,0,0,Q102590,2739,269,0,0,3,1
231433,Карпането-Пьачентино,0,0,Q102621,2841,276,0,0,3,1
231434,Кастелл'Аркуато,0,0,Q102631,2849,276,0,0,3,1
231435,Кастэль-Сан-Джованни,0,0,Q102625,2836,278,0,0,3,1
231436,Кастельветро-Пьачентино,0,0,Q102636,2864,264,0,0,3,1
231437,Корте-Бруньятелла,0,0,Q102647,3031,285,0,0,3,1
231438,Кортемагджоре,0,0,Q102691,2903,273,0,0,3,1
231439,Луганьяно-Валь-д'Арда,0,0,Q102807,2912,285,0,0,3,1
231440,Монтичелли-д'Онджина,0,0,Q102811,3027,285,0,0,3,1
231441,Морфассо,0,0,Q102816,2796,274,0,0,3,1
231442,Ниббьяно,0,0,Q102820,2583,254,0,0,3,1
231443,Оттоне,0,0,Q102824,2951,286,0,0,3,1
231444,Пекорара,0,0,Q102840,2957,283,0,0,3,1
231445,Пигаццано,0,0,Q787595,2609,254,0,1,3,1
231446,Поденцано,0,0,Q102931,2799,273,0,0,3,1
231447,Понте-делл'Олио,0,0,Q102946,2889,282,0,0,3,1
231448,Понтенуре,0,0,Q102951,2899,276,0,0,3,1
231449,Пьоццано,0,0,Q102925,2845,280,0,0,3,1
231450,Пьянелло-Валь-Тидоне,0,0,Q102845,2650,259,0,0,3,1
231451,Пьяченца,0,0,Q13329,2718,262,0,1,3,1
231452,Ривергаро,0,0,Q102958,2603,254,0,0,3,1
231453,Роттофрено,0,0,Q102965,2609,255,0,0,3,1
231454,Сан-Джорджо-Пьячентино,0,0,Q102972,2856,276,0,0,3,1
231455,Сан-Пьетро-ин-Черро,0,0,Q102979,2762,278,0,0,3,1
231456,Сармато,0,0,Q102985,2747,270,0,0,3,1
231457,Траво,0,0,Q102991,2648,258,0,0,3,1
231458,Фарини,0,0,Q102700,2896,276,0,0,3,1
231459,Феррьере,0,0,Q102727,2613,255,0,1,3,1
231460,Фьоренцуола-д'Арда,0,0,Q102767,2921,282,0,0,3,1
231461,Церба,0,0,Q103026,2880,277,0,0,3,1
231462,Циано-Пьячентино,0,0,Q103031,2781,274,0,1,4,1
231463,Чериньяле,0,0,Q102639,2956,283,0,0,3,1
231464,Анцола-делл'Эмилия,0,0,Q94493,2923,285,0,0,3,1
231465,Арджелато,0,0,Q52218,2837,266,0,0,3,1
231466,Баричелла,0,0,Q94540,2794,272,0,0,3,1
231467,Баццано,0,0,Q94548,2887,275,0,0,3,1
231468,Бентивольо,0,0,Q94565,2897,270,0,0,3,1
231469,Болонья,0,0,Q1891,2816,275,0,1,3,1
231470,Борго-Тоссиньяно,0,0,Q94588,2722,261,0,0,3,1
231471,Будрио,0,0,Q94617,2765,274,0,0,3,1
231472,Вергато,0,0,Q83559,2675,259,0,0,3,1
231473,Гаджо-Монтано,0,0,Q94876,2706,261,0,0,3,1
231474,Гранальоне,0,0,Q94886,2803,262,0,0,3,1
231475,Гранароло-делл'Эмилия,0,0,Q94894,2943,282,0,0,3,1
231476,Гриццана-Моранди,0,0,Q94898,2728,262,0,0,3,1
231477,Дзола-Предоза,0,0,Q95000,2785,275,0,0,3,1
231478,Доцца,0,0,Q94856,2672,261,0,0,3,1
231479,Имола,0,0,Q50195,2553,245,0,1,3,1
231480,Казалеккио-ди-Рено,0,0,Q94638,3027,290,0,0,3,1
231481,Казальфьюманезе,0,0,Q94644,3024,287,0,0,3,1
231482,Кальдерара-ди-Рено,0,0,Q94627,2835,279,0,0,3,1
231483,Камуньяно,0,0,Q94631,2674,259,0,0,3,1
231484,Кастелло-д'Арджиле,0,0,Q94782,2978,279,0,0,3,1
231485,Кастелло-ди-Серравале,0,0,Q94785,2954,275,0,0,3,1
231486,Кастель-Гвельфо-ди-Болонья,0,0,Q94754,2775,268,0,0,3,1
231487,Кастель-дель-Рио,0,0,Q94717,3036,287,0,0,3,1
231488,Кастель-ди-Казио,0,0,Q94745,2613,259,0,0,3,1
231489,Кастель-д’Аяно,0,0,Q94684,2944,279,0,0,3,1
231490,Кастель-Маджоре,0,0,Q94757,2836,276,0,0,3,1
231491,Кастель-Сан-Пьетро-Терме,0,0,Q94779,2946,289,0,0,3,1
231492,Кастеназо,0,0,Q94788,2753,271,0,0,3,1
231493,Кастильоне-дей-Пеполи,0,0,Q94790,2898,279,0,0,3,1
231494,Кревалькоре,0,0,Q94801,2794,274,0,0,3,1
231495,Креспеллано,0,0,Q94795,2875,270,0,0,3,1
231496,Лиццано-ин-Бельведере,0,0,Q94929,2726,264,0,0,3,1
231497,Лояно,0,0,Q94931,2669,260,0,0,3,1
231498,Малальберго,0,0,Q94935,2803,273,0,0,3,1
231499,Марцаботто,0,0,Q94936,2791,274,0,0,3,1
231500,Медичина,0,0,Q94944,2861,282,0,0,3,1
231501,Минербио,0,0,Q94948,2783,272,0,0,3,1
231502,Молинелла,0,0,Q94960,2895,277,0,0,3,1
231503,Монгидоро,0,0,Q94962,2691,260,0,0,3,1
231504,Монте-Сан-Пьетро,0,0,Q94964,2790,274,0,0,3,1
231505,Монтевельо,0,0,Q94970,2804,262,0,0,3,1
231506,Монтеренцио,0,0,Q94968,2716,260,0,0,3,1
231507,Монцуно,0,0,Q94972,2686,260,0,0,3,1
231508,Мордано,0,0,Q94973,2772,263,0,0,3,1
231509,Оццано-делл'Эмилия,0,0,Q29080,2883,282,0,0,3,1
231510,Порретта-Терме,0,0,Q94983,2837,265,0,0,3,1
231511,Пьеве-ди-Ченто,0,0,Q94981,2921,280,0,0,3,1
231512,Пьяноро,0,0,Q94979,2772,275,0,0,3,1
231513,Фонтанеличе,0,0,Q94861,2594,254,0,0,3,1
231514,Савиньо,0,0,Q94999,2825,269,0,0,3,1
231515,Сала-Болоньезе,0,0,Q94985,2817,274,0,0,3,1
231516,Сан-Бенедетто-Валь-ди-Самбро,0,0,Q94987,2880,273,0,0,3,1
231517,Сан-Джованни-ин-Персичето,0,0,Q94990,2865,282,0,0,3,1
231518,Сан-Джорджо-ди-Пьяно,0,0,Q94988,2648,263,0,0,3,1
231519,Сан-Ладзаро-ди-Савена,0,0,Q94991,2911,280,0,0,3,1
231520,Сан-Пьетро-ин-Казале,0,0,Q94995,2868,284,0,0,3,1
231521,Сант'Агата-Болоньезе,0,0,Q94996,2926,282,0,0,3,1
231522,Сассо-Маркони,0,0,Q94997,2715,264,0,0,3,1
231523,Армунджа,0,0,Q283554,2808,279,0,0,3,1
231524,Ассемини,0,0,Q283609,2758,272,0,0,4,1
231525,Баллао,0,0,Q283625,2801,280,0,0,3,1
231526,Баррали,0,0,Q126286,2890,278,0,0,3,1
231527,Бурчеи,0,0,Q283697,2562,253,0,0,3,1
231528,Валлермоза,0,0,Q285482,2633,259,0,0,3,1
231529,Вилла-Сан-Пьетро,0,0,Q285572,2603,258,0,0,3,1
231530,Виллазальто,0,0,Q285560,2843,279,0,0,3,1
231531,Виллазор,0,0,Q285617,2752,271,0,0,3,1
231532,Вилланова-Туло,0,0,Q285505,2652,266,0,0,3,1
231533,Виллапутцу,0,0,Q285528,2636,260,0,0,3,1
231534,Вилласимиус,0,0,Q285590,2673,257,0,0,3,1
231535,Вилласпекьоза,0,0,Q285631,2588,252,0,0,3,1
231536,Гони,0,0,Q284008,2734,272,0,0,3,1
231537,Гуазила,0,0,Q284040,2648,264,0,0,3,1
231538,Гуамаджоре,0,0,Q284023,2681,267,0,1,3,1
231539,Дечимоманну,0,0,Q283844,2684,266,0,0,3,1
231540,Дечимопутцу,0,0,Q283857,2641,261,0,0,3,1
231541,Джезико,0,0,Q283985,2686,269,0,0,3,1
231542,Джерджеи,0,0,Q283968,2668,270,0,0,3,1
231543,Дольянова,0,0,Q283870,2655,264,0,0,3,1
231544,Домус-де-Мария,0,0,Q283882,2692,264,0,0,3,1
231545,Донори,0,0,Q283894,2596,264,0,0,3,1
231546,Изили,0,0,Q284061,2642,265,0,0,3,1
231547,Кальяри,0,0,Q1897,2832,270,0,0,3,1
231548,Капотерра,0,0,Q283723,2734,266,0,0,3,1
231549,Кастиадас,0,0,Q283742,2837,280,0,0,3,1
231550,Куарту-Сант'Элена,0,0,Q284516,2883,284,0,0,3,1
231551,Куартуччу,0,0,Q284501,2790,274,0,0,3,1
231552,Мандас,0,0,Q284273,2815,268,0,0,3,1
231553,Маракалагонис,0,0,Q284291,2656,260,0,0,3,1
231554,Монастир (Сардиния),0,0,Q284304,2832,281,0,0,3,1
231555,Монсеррато,0,0,Q284342,2806,265,0,0,3,1
231556,Муравера,0,0,Q284363,2774,272,0,0,3,1
231557,Нурагус,0,0,Q284383,2910,283,0,0,3,1
231558,Нураллао,0,0,Q284397,2865,282,0,0,3,1
231559,Нураминис,0,0,Q284414,2568,252,0,0,3,1
231560,Нурри,0,0,Q284433,2545,252,0,0,3,1
231561,Орроли,0,0,Q284446,2806,269,0,0,3,1
231562,Ортачезус,0,0,Q284466,2630,263,0,0,3,1
231563,Пиментель,0,0,Q284481,2828,272,0,0,3,1
231564,Пула (Сардиния),0,0,Q284535,2807,281,0,0,3,1
231565,Садали,0,0,Q284789,2757,277,0,0,3,1
231566,Саматцаи,0,0,Q284802,2563,252,0,0,3,1
231567,Сан-Базилио (Сардиния),0,0,Q284814,2678,271,0,0,3,1
231568,Сан-Вито,0,0,Q284881,2881,279,0,0,3,1
231569,Сан-Николо-Джерреи,0,0,Q284833,2674,270,0,0,3,1
231570,Сан-Сперато,0,0,Q284850,2655,260,0,0,3,1
231571,Сант'Андреа-Фриус,0,0,Q284866,2774,271,0,0,3,1
231572,Саррок,0,0,Q284901,2572,253,0,0,3,1
231573,Селарджус,0,0,Q145856,2601,256,0,0,3,1
231574,Селегас,0,0,Q285021,2558,252,0,0,3,1
231575,Сенорби,0,0,Q285037,2761,275,0,0,3,1
231576,Сердьана,0,0,Q285056,2563,252,0,0,3,1
231577,Серри,0,0,Q285077,2945,290,0,0,3,1
231578,Сесту,0,0,Q285089,2668,268,0,0,3,1
231579,Сеттимо-Сан-Пьетро,0,0,Q176443,2670,266,0,0,3,1
231580,Сеуло,0,0,Q285110,2913,284,0,0,3,1
231581,Силикуа,0,0,Q285124,2808,279,0,0,3,1
231582,Сильюс,0,0,Q285139,2671,271,0,0,3,1
231583,Синнаи,0,0,Q285172,2758,273,0,0,3,1
231584,Сиургус-Донигала,0,0,Q285188,2603,255,0,0,3,1
231585,Солеминис,0,0,Q285204,2585,254,0,0,3,1
231586,Суэлли,0,0,Q285220,2611,263,0,0,3,1
231587,Теулада (Италия),0,0,Q285414,2713,266,0,0,3,1
231588,Уссана,0,0,Q285432,2647,265,0,0,3,1
231589,Ута (Сардиния),0,0,Q285455,2831,276,0,0,3,1
231590,Эльмас,0,0,Q283906,2689,264,0,0,3,1
231591,Эскалаплано,0,0,Q179092,2792,273,0,0,3,1
231592,Эсколька,0,0,Q283927,2869,277,0,0,3,1
231593,Эстерцили,0,0,Q283951,2774,275,0,0,3,1
231594,Буджерру,0,0,Q286155,2627,255,0,0,3,1
231595,Вилламассарджа,0,0,Q286768,2683,255,0,1,3,1
231596,Виллаперуччо,0,0,Q286824,2919,284,0,1,3,1
231597,Гоннеза,0,0,Q286304,2631,254,0,0,3,1
231598,Джиба,0,0,Q286283,2672,263,0,0,3,1
231599,Домусновас,0,0,Q286246,2914,270,0,0,3,1
231600,Иглезиас,0,0,Q13661,2752,263,0,0,3,1
231601,Калазетта,0,0,Q286187,2726,264,0,0,3,1
231602,Карбония,0,0,Q13660,2799,269,0,0,3,1
231603,Карлофорте,0,0,Q120399,2821,271,0,0,3,1
231604,Мазайнас,0,0,Q286344,2994,283,0,0,3,1
231605,Музеи (Сардиния),0,0,Q286365,2735,273,0,0,3,1
231606,Наркао,0,0,Q286398,2770,266,0,0,3,1
231607,Нуксис,0,0,Q286411,2611,252,0,0,3,1
231608,Пердаксиус,0,0,Q286601,2944,275,0,0,3,1
231609,Пишинас,0,0,Q286625,2670,263,0,0,3,1
231610,Портоскузо,0,0,Q202704,2845,261,0,0,3,1
231611,Сан-Джованни-Суерджу,0,0,Q286652,2773,271,0,0,3,1
231612,Сант'Анна-Аррези,0,0,Q286691,2876,277,0,0,3,1
231613,Сант'Антьоко,0,0,Q286709,2897,277,0,0,3,1
231614,Сантади,0,0,Q286671,2611,252,0,0,3,1
231615,Траталиас,0,0,Q286747,2945,280,0,0,3,1
231616,Флуминимаджоре,0,0,Q286269,2651,253,0,0,3,1
231617,Арбус (Сардиния),0,0,Q287374,2714,268,0,0,3,1
231618,Барумини,0,0,Q287398,2960,282,0,0,3,1
231619,Вилламар,0,0,Q288455,2817,261,0,0,3,1
231620,Виллановафорру,0,0,Q288478,2817,270,0,0,3,1
231621,Виллановафранка,0,0,Q288502,2882,276,0,0,3,1
231622,Виллачидро,0,0,Q13654,2948,276,0,0,3,1
231623,Гонносфанадига,0,0,Q287683,2971,274,0,0,3,1
231624,Гуспини,0,0,Q287739,2919,276,0,0,3,1
231625,Дженури,0,0,Q287516,2651,262,0,0,3,1
231626,Джестури,0,0,Q287535,2953,282,0,0,3,1
231627,Коллинас,0,0,Q287416,2668,264,0,0,3,1
231628,Лас-Плассас,0,0,Q287794,2774,276,0,0,3,1
231629,Лунаматрона,0,0,Q287856,2637,254,0,0,3,1
231630,Пабиллонис,0,0,Q287900,2881,270,0,0,3,1
231631,Паули-Арбарей,0,0,Q287917,2739,273,0,0,3,1
231632,Самасси,0,0,Q287938,2793,270,0,0,3,1
231633,Сан-Гавино-Монреале,0,0,Q287986,2775,276,0,0,3,1
231634,Санлури,0,0,Q13656,2928,275,0,0,3,1
231635,Сардара,0,0,Q288155,2607,253,0,0,3,1
231636,Сегариу,0,0,Q288178,2897,275,0,0,3,1
231637,Серраманна,0,0,Q288201,2781,265,0,0,3,1
231638,Серренти,0,0,Q288273,2767,265,0,0,3,1
231639,Сетцу,0,0,Q288302,2760,276,0,0,3,1
231640,Сидди (Сардиния),0,0,Q288328,2753,271,0,0,3,1
231641,Туйли,0,0,Q278730,2705,271,0,0,3,1
231642,Турри,0,0,Q288392,2943,282,0,0,3,1
231643,Уссараманна,0,0,Q288412,2896,272,0,0,3,1
231644,Фуртеи,0,0,Q287490,2794,271,0,0,3,1
231645,Аритцо,0,0,Q294672,2534,252,0,0,3,1
